"FieldName","FieldLabel","DataType","SourceTable","ValueSet"
"PC_OTHER_RHEUMATOLOGIC_ILLNESS","Other rheumatologic illness","Selection","GeneralModel","PC_OTHER_RHEUMATOLOGIC_ILLNESS"
"PC_OTHER_SPECIFY","Specify","String","GeneralModel",""
"PC_OUTPATIENT_SURGERY_12_MO","Any outpatient surgery in the past 12 months","Selection","GeneralModel","PC_OUTPATIENT_SURGERY_12_MO"
"PC_PAST_SMOKER","Past smoker?","Selection","GeneralModel","PC_PAST_SMOKER"
"PC_PATIENT_LT_18_ON_LONG_TERM_ASPIRIN","Patient < 18 on long-term aspirin","Selection","GeneralModel","PC_PATIENT_LT_18_ON_LONG_TERM_ASPIRIN"
"PC_PEPTIC_ULCER","Peptic ulcer","Selection","GeneralModel","PC_PEPTIC_ULCER"
"PC_PERIPHERAL_VASCULAR_DZ","Peripheral vascular disease","Selection","GeneralModel","PC_PERIPHERAL_VASCULAR_DZ"
"PC_PERIPHERAL_VASCULAR_DZ_SPECIFY","Specify peripheral vascular disease","String","GeneralModel",""
"PC_PREGNANCY","Pregnancy","Selection","GeneralModel","PC_PREGNANCY"
"PC_PRION_DZ_BLD_RELATIVE","Definite or probable prion disease in a blood relative","Selection","GeneralModel","PC_PRION_DZ_BLD_RELATIVE"
"PC_PRION_DZ_BLD_RELATIVE_SPECIFY","Relationship to patient","String","GeneralModel",""
"PC_REMOVE_STOMACH_INTESTINES","Surgery to remove stomach or intestines","Selection","GeneralModel","PC_REMOVE_STOMACH_INTESTINES"
"PC_RENAL_DISEASE","History of kidney/renal disease or failure?","Selection","GeneralModel","PC_RENAL_DISEASE"
"PC_RENAL_DISEASE_SPECIFY","Specify kidney disease","String","GeneralModel",""
"PC_RENAL_FAILURE_DIALYSIS","Renal failure with dialysis","Selection","GeneralModel","PC_RENAL_FAILURE_DIALYSIS"
"PC_RHEUMATOID_ARTHRITIS","Rheumatoid arthritis","Selection","GeneralModel","PC_RHEUMATOID_ARTHRITIS"
"PC_SEIZURE_DISORDER","Seizure disorder?","Selection","GeneralModel","PC_SEIZURE_DISORDER"
"PC_SEIZURES","Seizures","Selection","GeneralModel","PC_SEIZURES"
"PC_SICKLE_CELL_ANEMIA","Sickle cell anemia","Selection","GeneralModel","PC_SICKLE_CELL_ANEMIA"
"PC_SKIN_CONDITION","Skin condition","Selection","GeneralModel","PC_SKIN_CONDITION"
"PC_SKIN_CONDITION_CELLULITIS","Cellulitis","Selection","GeneralModel","PC_SKIN_CONDITION_CELLULITIS"
"PC_SKIN_CONDITION_ECZEMA","Eczema","Selection","GeneralModel","PC_SKIN_CONDITION_ECZEMA"
"PC_SKIN_CONDITION_OTHER","Other skin condition","Selection","GeneralModel","PC_SKIN_CONDITION_OTHER"
"PC_SKIN_CONDITION_OTHER_DESC","Specify other skin condition","String","GeneralModel",""
"PC_SKIN_CONDITION_PSORIASIS","Psoriasis","Selection","GeneralModel","PC_SKIN_CONDITION_PSORIASIS"
"PC_SPLENECTOMY_ASPLENIA","Splenectomy/Asplenia","Selection","GeneralModel","PC_SPLENECTOMY_ASPLENIA"
"PC_STROKE","Stroke","Selection","GeneralModel","PC_STROKE"
"PC_TUBERCULOSIS","Tuberculosis","Selection","GeneralModel","PC_TUBERCULOSIS"
"PC_VARICELLA","History of recent varicella?","Selection","GeneralModel","PC_VARICELLA"
"PC_VASCULAR_GRAFT","Vascular graft","Selection","GeneralModel","PC_VASCULAR_GRAFT"
"PC_WOUND_NON_SURGICAL","Wound, non-surgical","Selection","GeneralModel","PC_WOUND_NON_SURGICAL"
"PC_WOUND_NON_SURGICAL_DATE","Date of wound","Date","GeneralModel",""
"PC_WOUND_NON_SURGICAL_SPECIFY","Specify wound","String","GeneralModel",""
"PC_WOUND_SURGICAL","Wound, surgical","Selection","GeneralModel","PC_WOUND_SURGICAL"
"PC_WOUND_SURGICAL_DATE","Date of surgical wound","Date","GeneralModel",""
"PC_WOUND_SURGICAL_SPECIFY","Specify surgical wound","String","GeneralModel",""
"PCN_MIC","PCN_MIC","String","STDModel",""
"PCN_SUSC","PCN_SUSC","String","STDModel",""
"PCP","Does the patient have a primary care provider?","ReferenceCode","STDModel","YND"
"PCP_FACILITY","Facility/provider","Party","STDModel",""
"PCP_FACILITY_CITY","City","String","STDModel",""
"PCP_FACILITY_COUNTRY","Country","String","STDModel",""
"PCP_FACILITY_COUNTY","County","String","STDModel",""
"PCP_FACILITY_EMAIL","Email address","String","STDModel",""
"PCP_FACILITY_FAX","Fax number","String","STDModel",""
"PCP_FACILITY_FULL_NAME","Name","String","STDModel",""
"PCP_FACILITY_ISLAND","Island","String","STDModel",""
"PCP_FACILITY_STATE","State","String","STDModel",""
"PCP_FACILITY_STREET_ADDRESS_1","Street address","String","STDModel",""
"PCP_FACILITY_STREET_ADDRESS_2","Street address 2","String","STDModel",""
"PCP_FACILITY_TELEPHONE","Phone number","String","STDModel",""
"PCP_FACILITY_ZIP_CODE","Zip code","String","STDModel",""
"PCP_LAST_VISIT_MONTH","Month:","Selection","STDModel","PCP_LAST_VISIT_MONTH"
"PCP_LAST_VISIT_PURPOSE","What was the purpose of this visit?","String","STDModel",""
"PCP_LAST_VISIT_YEAR","Year:","Number","STDModel",""
"PCR_PERFORMED","Was PCR testing performed?","Selection","GeneralModel","PCR_PERFORMED"
"PCR_RESULT","PCR result","ReferenceCode","GeneralModel","PCR_RESULTS"
"PCR_SPECIMEN_DATE","PCR specimen date","Date","GeneralModel",""
"PCR_SPECIMEN_SOURCE","Specimen source","ReferenceCode","GeneralModel","CS_PCR_SPECIMEN_SOURCE"
"PCR_SPECIMEN_SOURCE_SPECIFY","Specify","String","GeneralModel",""
"PEDIATRIC_MULTISYSTEM_INFLAMMATORY_SYNDROME_PMIS","Pediatric multisystem inflammatory syndrome (PMIS)","Selection","GeneralModel","PEDIATRIC_MULTISYSTEM_INFLAMMATORY_SYNDROME_PMIS"
"PEHSU_CONTACTED","Has PEHSU been contacted?","Selection","LeadModel","PEHSU_CONTACTED"
"PEHSU_DATE","PEHSU Date","Date","LeadModel",""
"PEMS_SITE_ID","PEMS site ID","ReferenceCode","STDModel","PEMS_SITE"
"PEN_ALLERGY","Penicillin allergy","ReferenceCode","STDModel","YNUR"
"PEP_HEARD_OF","Heard of Post-Exposure Prophylaxis (PEP)","Selection","STDModel","PEP_HEARD_OF"
"PEP_MOST_RECENTLY_TAKEN_MONTH","Month PEP most recently taken (MM)","String","STDModel",""
"PEP_MOST_RECENTLY_TAKEN_YEAR","Year PEP most recently taken","Number","STDModel",""
"PEP_PHYSICIAN_PRESCRIBED","PEP prescribed by a physician","Selection","STDModel","PEP_PHYSICIAN_PRESCRIBED"
"PEP_TAKEN","Taken PEP","Selection","STDModel","PEP_TAKEN"
"PEP_TAKEN_TIMES","Number of times PEP used","Number","STDModel",""
"PERCENT_EOSINOPHILIA_CSF","% Eosinophilia CSF","Number","GeneralModel",""
"PERCENT_EOSINOPHILIA_PERIPHERAL","% Eosinophilia peripheral","Number","GeneralModel",""
"PERINATAL_EXPO_REP_DT","Date reported as perinatal exposure","Date","STDModel",""
"PERIPHERAL_PULMONIC_STENOSIS","Peripheral pulmonic stenosis","Selection","GeneralModel","PERIPHERAL_PULMONIC_STENOSIS"
"PERSISTENT_VOMITTING","Persistent Vomitting","Selection","GeneralModel","PERSISTENT_VOMITTING"
"PERSON_COMPLETING_REPORT","Initials of person completing report","String","GeneralModel",""
"PERSON_COMPLETING_REPORT","Initials of person completing report","String","HepModel",""
"PERSON_IDENTIFIER","Person ID","String","LeadModel",""
"PERSON_INTERVIEWED","Was this patient interviewed?","Selection","STDModel","PERSON_INTERVIEWED"
"PERSON_INTERVIEWED","Person Interviewed","Selection","HepModel","PERSON_INTERVIEWED"
"PERSON_INTERVIEWED","Person Interviewed","Selection","GeneralModel","PERSON_INTERVIEWED"
"PERSON_INTERVIEWED_NO_REASON","Reason not interviewed","ReferenceCode","STDModel","NOT_INTERVIEWED"
"PERSON_INTERVIEWED_NO_REASON_OTHER_DESC","Specify other reason","String","STDModel",""
"PERSONAL_SERVICES_WORKER_YN","Does the person work in personal care services (massage therapist, barber hairdresser, etc.)?","Selection","GeneralModel","PERSONAL_SERVICES_WORKER_YN"
"PERT_COUGH_DURATION","Total days of cough","Number","GeneralModel",""
"PERT_FINAL_INTERVIEW","Final interview date","Date","GeneralModel",""
"PERT_FINAL_INTERVIEW_COUGH","Still coughing at time of final interview","Selection","GeneralModel","PERT_FINAL_INTERVIEW_COUGH"
"PERT_FIRST_SPECIMEN_DATE","First specimen collection date","Date","GeneralModel",""
"PERT_LABORATORY_CONFIRMED","Laboratory confirmed","Selection","GeneralModel","PERT_LABORATORY_CONFIRMED"
"PERT_NOT_VACCINATED_REASON","Give reason 3 or fewer doses pertussis vaccine given.","ReferenceCode","GeneralModel","CS_VACCINE_NO_REASON"
"PERT_PNEUMONIA_XRAY_RESULT","Chest X-ray for pneumonia","Selection","GeneralModel","PERT_PNEUMONIA_XRAY_RESULT"
"PERT_SECOND_SPECIMEN_DATE","Second specimen date","Date","GeneralModel",""
"PERT_TOTAL_DOSES_PRIOR_ILLNESS","Doses of pertussis containing vaccine prior to illness onset","Number","GeneralModel",""
"PERT_VACCINE_NAME_UNDER_6","Name of the vaccine","Selection","GeneralModel","PERT_VACCINE_NAME_UNDER_6"
"PET_EXPOSURE_ANIMAL_OBTAINED","Where was the animal obtained from?","String","GeneralModel",""
"PET_EXPOSURE_ANIMALS_ILL","Have any of th epets been ill or have died?","Selection","GeneralModel","PET_EXPOSURE_ANIMALS_ILL"
"PET_EXPOSURE_BIRDS_ILL","Have any of the birds been ill?","Selection","GeneralModel","PET_EXPOSURE_BIRDS_ILL"
"PF_FACILITY_UID","Perinatal HIV exposure facility","Party","STDModel",""
"PF_FACILITY_UID_CITY","City","String","STDModel",""
"PF_FACILITY_UID_COUNTRY","Country","String","STDModel",""
"PF_FACILITY_UID_COUNTY","County","String","STDModel",""
"PF_FACILITY_UID_EMAIL","Email address","String","STDModel",""
"PF_FACILITY_UID_FAX","Fax number","String","STDModel",""
"PF_FACILITY_UID_FULL_NAME","Name","String","STDModel",""
"PF_FACILITY_UID_ISLAND","Island","String","STDModel",""
"PF_FACILITY_UID_STATE","State","String","STDModel",""
"PF_FACILITY_UID_STREET_ADDRESS_1","Street address","String","STDModel",""
"PF_FACILITY_UID_STREET_ADDRESS_2","Street address 2","String","STDModel",""
"PF_FACILITY_UID_TELEPHONE","Phone number","String","STDModel",""
"PF_FACILITY_UID_ZIP_CODE","Zip code","String","STDModel",""
"PG_STATUS_TRACKED","Date pregnancy status was last checked and/or changed.","Date","HepModel",""
"PG_STATUS_TRACKED_INTIALS","Initials of person who checked and/or changed pregnancy status","String","HepModel",""
"PHN_ASSIGNED","PHN Assigned","Party","LeadModel",""
"PHN_SECTION_LOOKUP","PHN Section to Contact:","String","LeadModel",""
"PHYSICIAN_ADDRESS","Ordering physician address","String","LeadModel",""
"PHYSICIAN_ALT_CONTACT","Alternate contact","String","HepModel",""
"PHYSICIAN_ALT_CONTACT_PHONE","Telephone number for alternate contact","String","HepModel",""
"PHYSICIAN_LETTER_AND_LABEL_SENT_DATE","Physician infant letter and label sent date","Date","HepModel",""
"PHYSICIAN_NAME","Physician Name","String","HepModel",""
"PHYSICIAN_PHONE","Physician Phone","String","HepModel",""
"PHYSICIAN_PHONE","Ordering physician phone number","String","LeadModel",""
"PHYSICIAN_REPORT_OF_HEAD","PHYSICIAN REPORT","Selection [Multiple]","GeneralModel","PHYSICIAN_REPORT_OF_HEAD"
"PID","Pelvic inflammatory disease present?","Selection","STDModel","PID"
"PIGMENTARY_RETINOPATHY","Pigmentary retinopathy","Selection","GeneralModel","PIGMENTARY_RETINOPATHY"
"PLACENTAL_EXAM","PLACENTAL EXAM","Selection","GeneralModel","PLACENTAL_EXAM"
"PLACENTAL_EXAM_FINDING","PLACENTAL EXAM FINDING","Selection","GeneralModel","PLACENTAL_EXAM_FINDING"
"PLACENTAL_EXXAM_FINDING_OTHER_DESCRIPTION","ABNORMALITY DESCRIPTION","String","GeneralModel",""
"PLATELETS","Platelets (x 10^3)","String","GeneralModel",""
"PLEURAL_PERITONEAL_EFFUSION","Pleural/peritoneal effusion","Selection","GeneralModel","PLEURAL_PERITONEAL_EFFUSION"
"PLEURAL_PERITONEAL_EFFUSION_LOWEST_ALBMUNIN","Loest effusion albmunin mg/dl","String","GeneralModel",""
"PLN_FIRST_THREE","1st 3 Letters of Patient's Last Name","String","GeneralModel",""
"PLN_FIRST_THREE","First three letters of patient's last name","String","HepModel",""
"PNEUMONIA","Pneumonia","Selection","GeneralModel","PNEUMONIA"
"PNEUMONIA_DIAGNOSIS","How the was pneumonia diagnosed?","Selection","GeneralModel","PNEUMONIA_DIAGNOSIS"
"PNEUMONITIS","Pneumonitis","Selection","GeneralModel","PNEUMONITIS"
"POI_END_MINUS1_DAYS","UNTIL (THE DAY BEFORE SYMPTOM ONSET):","Date","GeneralModel",""
"POI_END_MINUS10_DAYS","UNTIL (10 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_END_MINUS12_DAYS","UNTIL (12 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_END_MINUS14_DAYS","UNTIL (14 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_END_MINUS15_DAYS","UNTIL (15 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_END_MINUS150_DAYS","UNTIL (5 MONTHS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_END_MINUS180_DAYS","UNTIL (6 MONTHS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_END_MINUS2_DAYS","UNTIL (2 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_END_MINUS3_DAYS","UNTIL (3 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_END_MINUS30_DAYS","UNTIL (30 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_END_MINUS4_DAYS","UNTIL (4 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_END_MINUS5_DAYS","UNTIL (5 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_END_MINUS7_DAYS","UNTIL (7 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_END_MINUS8_DAYS","UNTIL (8 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_END_ONSET_MINUS_14_DAYS","UNTIL (14 DAYS PRIOR TO SYMPTOM ONSET DATE):","Date","HepModel",""
"POI_END_ONSET_MINUS_26_DAYS","UNTIL (26 DAYS PRIOR TO SYMPTOM ONSET DATE):","Date","HepModel",""
"POI_END_ONSET_MINUS_42_DAYS","UNTIL (42 DAYS PRIOR TO SYMPTOM ONSET DATE):","Date","HepModel",""
"POI_START_MINUS1_DAYS","FROM (THE DAY BEFORE SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS10_DAYS","FROM (10 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS12_DAYS","FROM (12 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS14_DAYS","FROM (14 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS15_DAYS","FROM (15 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS16_DAYS","FROM (16 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS17_DAYS","FROM (17 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS18_DAYS","FROM (18 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS20_DAYS","FROM (20 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS21_DAYS","FROM (21 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS23_DAYS","FROM (23 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS25_DAYS","FROM (25 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS3_DAYS","FROM (3 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS30_DAYS","FROM (30 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS35_DAYS","FROM (35 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS365_DAYS","FROM (1 YEAR PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS4_DAYS","FROM (4 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS42_DAYS","FROM (42 DAYS PRIOR TO ONSET DATE OF THIS ATTACK):","Date","GeneralModel",""
"POI_START_MINUS5_DAYS","FROM (5 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS56_DAYS","FROM (56 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS6_DAYS","FROM (6 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS60_DAYS","FROM (60 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS7_DAYS","FROM (7 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS70_DAYS","FROM (70 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_MINUS8_DAYS","FROM (8 DAYS PRIOR TO SYMPTOM ONSET):","Date","GeneralModel",""
"POI_START_ONSET_MINUS_180_DAYS","UNTIL (180 DAYS PRIOR TO SYMPTOM ONSET DATE):","Date","HepModel",""
"POI_START_ONSET_MINUS_42_DAYS","UNTIL (42 DAYS PRIOR TO SYMPTOM ONSET DATE):","Date","HepModel",""
"POPULATE_CONTACT_FROM_MOTHER_CASE","Populate contact information from mother case? (Set to Yes and press Save & Stay)","Selection","HepModel","POPULATE_CONTACT_FROM_MOTHER_CASE"
"PORTAL_ACCESSION_NO","Accession number","String","HepModel",""
"PORTAL_ACCESSION_NO","Accession number","String","GeneralModel",""
"PORTAL_ADDRESS_1","Address 1","String","GeneralModel",""
"PORTAL_ADDRESS_1","Address 1","String","HepModel",""
"PORTAL_ADDRESS_2","Address 2","String","HepModel",""
"PORTAL_ADDRESS_2","Address 2","String","GeneralModel",""
"PORTAL_ADMIT_DATE","Admit date","String","GeneralModel",""
"PORTAL_ADMIT_DATE","Admit date","String","HepModel",""
"PORTAL_AGE","Age","String","HepModel",""
"PORTAL_AGE","Age","String","GeneralModel",""
"PORTAL_AGE_UNIT","Age unit","String","GeneralModel",""
"PORTAL_AGE_UNIT","Age unit","String","HepModel",""
"PORTAL_ATT_PHYS_ADDRESS1","Attending physician address 1","String","HepModel",""
"PORTAL_ATT_PHYS_ADDRESS1","Attending physician address 1","String","GeneralModel",""
"PORTAL_ATT_PHYS_ADDRESS2","Attending physician address 2","String","GeneralModel",""
"PORTAL_ATT_PHYS_ADDRESS2","Attending physician address 2","String","HepModel",""
"PORTAL_ATT_PHYS_CITY","Attending physician city","String","HepModel",""
"PORTAL_ATT_PHYS_CITY","Attending physician city","String","GeneralModel",""
"PORTAL_ATT_PHYS_FIRST_NAME","Attending physician first name","String","GeneralModel",""
"PORTAL_ATT_PHYS_FIRST_NAME","Attending physician first name","String","HepModel",""
"PORTAL_ATT_PHYS_LAST_NAME","Attending physician last name","String","HepModel",""
"PORTAL_ATT_PHYS_LAST_NAME","Attending physician last name","String","GeneralModel",""
"PORTAL_ATT_PHYS_PHONE","Attending physician phone","String","GeneralModel",""
"PORTAL_ATT_PHYS_PHONE","Attending physician phone","String","HepModel",""
"PORTAL_ATT_PHYS_STATE","Attending physician state","String","HepModel",""
"PORTAL_ATT_PHYS_STATE","Attending physician state","String","GeneralModel",""
"PORTAL_ATT_PHYS_ZIP","Attending physician zip","String","GeneralModel",""
"PORTAL_ATT_PHYS_ZIP","Attending physician zip","String","HepModel",""
"PORTAL_BIRTH_DATE","Birth date","String","HepModel",""
"PORTAL_BIRTH_DATE","Birth date","String","GeneralModel",""
"PORTAL_BUSINESS_PHONE","Business phone","String","GeneralModel",""
"PORTAL_BUSINESS_PHONE","Business phone","String","HepModel",""
"PORTAL_CELL_PHONE","Cell phone","String","HepModel",""
"PORTAL_CELL_PHONE","Cell phone","String","GeneralModel",""
"PORTAL_CITY","City","String","GeneralModel",""
"PORTAL_CITY","City","String","HepModel",""
"PORTAL_CLINICAL_DIAGNOSIS","Clinical diagnosis","String","HepModel",""
"PORTAL_CLINICAL_DIAGNOSIS","Clinical diagnosis","String","GeneralModel",""
"PORTAL_COLLECTION_DATE","Collection date","String","GeneralModel",""
"PORTAL_COLLECTION_DATE","Collection date","String","HepModel",""
"PORTAL_CONDITION_ID","Condition ID","String","HepModel",""
"PORTAL_CONDITION_ID","Condition ID","String","GeneralModel",""
"PORTAL_CONDITION_NAME","Condition name","String","GeneralModel",""
"PORTAL_CONDITION_NAME","Condition name","String","HepModel",""
"PORTAL_CREATED","Case created by provider portal","Selection","HepModel","PORTAL_CREATED"
"PORTAL_CREATED","Case created by provider portal","Selection","GeneralModel","PORTAL_CREATED"
"PORTAL_DATE_OF_ONSET","Date of onset","String","HepModel",""
"PORTAL_DATE_OF_ONSET","Date of onset","String","GeneralModel",""
"PORTAL_DAY_CARE_WORKER","Day care worker","String","GeneralModel",""
"PORTAL_DAY_CARE_WORKER","Day care worker","String","HepModel",""
"PORTAL_DAYS_HOSPITALIZED","Days hospitalizaed","String","HepModel",""
"PORTAL_DAYS_HOSPITALIZED","Days hospitalizaed","String","GeneralModel",""
"PORTAL_ENTITY_ID","Entity ID","String","GeneralModel",""
"PORTAL_ENTITY_ID","Entity ID","String","HepModel",""
"PORTAL_ENTRY_STATUS","Entry status","String","HepModel",""
"PORTAL_ENTRY_STATUS","Entry status","String","GeneralModel",""
"PORTAL_EVENT_ID","Event ID","String","GeneralModel",""
"PORTAL_EVENT_ID","Event ID","String","HepModel",""
"PORTAL_EXPOSURE_DATE","Exposure date","String","HepModel",""
"PORTAL_EXPOSURE_DATE","Exposure date","String","GeneralModel",""
"PORTAL_FIRST_NAME","First name","String","GeneralModel",""
"PORTAL_FIRST_NAME","First name","String","HepModel",""
"PORTAL_FLU_ADDRESS_1","Address 1","String","GeneralModel",""
"PORTAL_FLU_ADDRESS_2","Address 2","String","GeneralModel",""
"PORTAL_FLU_ANTIVIRAL_DOSAGE","Antiviral dosage","String","GeneralModel",""
"PORTAL_FLU_ANTIVIRAL_MEDICATION","Antiviral medication","String","GeneralModel",""
"PORTAL_FLU_ANTIVIRAL_MEDICATION_NAME","Antiviral medication name","String","GeneralModel",""
"PORTAL_FLU_ANTIVIRAL_START_DATE","Antiviral start date","String","GeneralModel",""
"PORTAL_FLU_ARDS","ARDS","String","GeneralModel",""
"PORTAL_FLU_BIRTH_DATE","Birth date","String","GeneralModel",""
"PORTAL_FLU_CHILLS","Chills","String","GeneralModel",""
"PORTAL_FLU_CITY","City","String","GeneralModel",""
"PORTAL_FLU_CLINICIAN_ADDRESS","Clinician address","String","GeneralModel",""
"PORTAL_FLU_CLINICIAN_EMAIL","Clinician email","String","GeneralModel",""
"PORTAL_FLU_CLINICIAN_FACILITY","Clinician city","String","GeneralModel",""
"PORTAL_FLU_CLINICIAN_FIRST_NAME","Clinician first name","String","GeneralModel",""
"PORTAL_FLU_CLINICIAN_LAST_NAME","Clinician last name","String","GeneralModel",""
"PORTAL_FLU_CLINICIAN_NUMBER","Clinician number","String","GeneralModel",""
"PORTAL_FLU_CLINICIAN_PHONE","Clinician phone","String","GeneralModel",""
"PORTAL_FLU_COLLECTION_DATE","Collection date","String","GeneralModel",""
"PORTAL_FLU_COLLECTION_KIT","Collection kit","String","GeneralModel",""
"PORTAL_FLU_COLLECTION_KIT_OTHER","Collection kit other","String","GeneralModel",""
"PORTAL_FLU_COUGH","Cough","String","GeneralModel",""
"PORTAL_FLU_CREATION_DATE","Creation date","String","GeneralModel",""
"PORTAL_FLU_CREATION_TYPE","Creation type","String","GeneralModel",""
"PORTAL_FLU_DIARRHEA","Diarrhea","String","GeneralModel",""
"PORTAL_FLU_DIB_GENERAL_COMMENTS","General comments","TextArea","GeneralModel",""
"PORTAL_FLU_ENTITY_ID","Entity ID","String","GeneralModel",""
"PORTAL_FLU_ENTRY_STATUS","Entry status","String","GeneralModel",""
"PORTAL_FLU_EVENT_ID","Event ID","String","GeneralModel",""
"PORTAL_FLU_FEVER","Fever","String","GeneralModel",""
"PORTAL_FLU_FINAL_DETERMINATION","Final determination","String","GeneralModel",""
"PORTAL_FLU_FIRST_NAME","First name","String","GeneralModel",""
"PORTAL_FLU_FLU_UNUSUAL_PRESENTATIONS","Unusual presentations","String","GeneralModel",""
"PORTAL_FLU_FLU_VACCINE","Flu vaccine","String","GeneralModel",""
"PORTAL_FLU_FORM_INSTANCE_ID","Form instance ID","String","GeneralModel",""
"PORTAL_FLU_FORM_TYPE","Form type","String","GeneralModel",""
"PORTAL_FLU_GENDER","Gender","String","GeneralModel",""
"PORTAL_FLU_H1N1_2009_VACCINATED","H1N1 2009 vaccinated","String","GeneralModel",""
"PORTAL_FLU_H1N1_2009_VACCINATED_DATE","H1N1 Vaccinated date","String","GeneralModel",""
"PORTAL_FLU_H1N1_2009_VACCINE_LOT_NO","H1N1 2009 vaccine lot number","String","GeneralModel",""
"PORTAL_FLU_H1N1_2009_VACCINE_MANUFACTURER","H1N1 2009 vaccine manufacturer","String","GeneralModel",""
"PORTAL_FLU_HAS_FLU_UNUSUAL_PRESENTATIONS","Has flu-unusual symptoms","String","GeneralModel",""
"PORTAL_FLU_HAS_UNDERLYING_CONDITION","Has underlying condition","String","GeneralModel",""
"PORTAL_FLU_HEADACHE","Headache","String","GeneralModel",""
"PORTAL_FLU_HEALTH_CARE_WORKER","Health care worker","String","GeneralModel",""
"PORTAL_FLU_HOME_PHONE","Home phone","String","GeneralModel",""
"PORTAL_FLU_HOSPITAL_ADMISSION_DATE","Hospital admission date","String","GeneralModel",""
"PORTAL_FLU_HOSPITAL_NAME","Hospital name","String","GeneralModel",""
"PORTAL_FLU_HOSPITALIZED","Hospitalized","String","GeneralModel",""
"PORTAL_FLU_HOW_FINAL_DETERMINATION","How final determination","String","GeneralModel",""
"PORTAL_FLU_INITIAL_TESTING_LAB","Initial testing lab","String","GeneralModel",""
"PORTAL_FLU_IS_PREGNANT_OR_SIX_WEEKS_POST_PARTUM","Is pregnant or six weeks post partum","String","GeneralModel",""
"PORTAL_FLU_LAST_NAME","Last name","String","GeneralModel",""
"PORTAL_FLU_LAST_UPDATED_DATE","Last updated date","String","GeneralModel",""
"PORTAL_FLU_LAST_VACCINATION_DATE","Last vaccination date","String","GeneralModel",""
"PORTAL_FLU_LAST_VACCINATION_MONTH","Last vaccination month","String","GeneralModel",""
"PORTAL_FLU_LAST_VACCINATION_YEAR","Last vaccination year","String","GeneralModel",""
"PORTAL_FLU_MALAISE","Malaise","String","GeneralModel",""
"PORTAL_FLU_MAX_TEMP","Max temp","String","GeneralModel",""
"PORTAL_FLU_MIDDLE","Middle","String","GeneralModel",""
"PORTAL_FLU_MUSCLE_ACHES","Muscle aches","String","GeneralModel",""
"PORTAL_FLU_OCCUPATION","Occupation","String","GeneralModel",""
