"FieldName","FieldLabel","DataType","SourceTable","ValueSet"
"DOMESTIC_TRAVEL_INSIDE_HI_DATE_TO","Date to","Date","GeneralModel",""
"DOMESTIC_TRAVEL_INSIDE_HI_LODGING","Lodging location(s)","String","GeneralModel",""
"DOMESTIC_TRAVEL_OUTSIDE_HAWAII_ARRIVAL_CARRIER","Arrival carrier?","String","GeneralModel",""
"DOMESTIC_TRAVEL_OUTSIDE_HI","Did the patient travel to another state in the US prior to onset date?","Selection","GeneralModel","DOMESTIC_TRAVEL_OUTSIDE_HI"
"DOMESTIC_TRAVEL_OUTSIDE_HI_ARRIVAL_DATE","Arrival date","Date","GeneralModel",""
"DOMESTIC_TRAVEL_OUTSIDE_HI_CRUISE_FLIGHT_NUMBER","Cruise/Flight number","String","GeneralModel",""
"DOMESTIC_TRAVEL_OUTSIDE_HI_DEPARTURE_DATE","Departure date","Date","GeneralModel",""
"DOMESTIC_TRAVEL_OUTSIDE_HI_LODGING","Lodging location(s)","String","GeneralModel",""
"DOMESTIC_TRAVEL_OUTSIDE_HI_STATES","State(s) visited","String","GeneralModel",""
"DOSE_1_DATE","Dose 1 Date","Date","GeneralModel",""
"DOSE_1_MANUFACTURER","Dose 1 Vaccine Manufacturer","ReferenceCode","GeneralModel","CS_VACCINE_MANUFACTURER"
"DOSE_1_TYPE","Dose 1 Vaccine Type","ReferenceCode","GeneralModel","CS_VACCINE"
"DOSE_2_DATE","Dose 2 Date","Date","GeneralModel",""
"DOSE_2_MANUFACTURER","Dose 2 Manufacturer","ReferenceCode","GeneralModel","CS_VACCINE_MANUFACTURER"
"DOSE_2_TYPE","Dose 2 Type","ReferenceCode","GeneralModel","CS_VACCINE"
"DOSE_3_DATE","Dose 3 Date","Date","GeneralModel",""
"DOSE_3_MANUFACTURER","Dose 3 Manufacturer","ReferenceCode","GeneralModel","CS_VACCINE_MANUFACTURER"
"DOSE_3_TYPE","Dose 3 Type","ReferenceCode","GeneralModel","CS_VACCINE"
"DOSE_4_DATE","Dose 4 Date","Date","GeneralModel",""
"DOSE_4_MANUFACTURER","Dose 4 Manufacturer","ReferenceCode","GeneralModel","CS_VACCINE_MANUFACTURER"
"DOSE_4_TYPE","Dose 4 Type","ReferenceCode","GeneralModel","CS_VACCINE"
"DR_CONTACTED","Child's PCP has been contacted?","Selection","LeadModel","DR_CONTACTED"
"DR_CONTACTED_DATE","Date Doctor Was Contacted","Date","LeadModel",""
"DR_DISCUSSION","What was discussed?","String","LeadModel",""
"DR_EMAIL_ADDRESS","PCP Email Address","String","LeadModel",""
"DR_MAILING_ADDRESS","Mailing Address","String","LeadModel",""
"DR_MAILING_CITY","City","String","LeadModel",""
"DR_MAILING_STATE","State","String","LeadModel",""
"DR_MAILING_ZIPCODE","Zip-Code","String","LeadModel",""
"DR_OVERDUE_TEST","Child's PCP has been contacted again with testing guidelines?","Selection","LeadModel","DR_OVERDUE_TEST"
"DR_OVERDUE_TEST_DATE","What date was overdue information sent?","Date","LeadModel",""
"DR_PHONE_NUMBER","Dr. Phone Number","String","LeadModel",""
"DRINK_1_PERCENT_MILK","Drink 1% milk?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_1_PERCENT_MILK_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"DRINK_1_PERCENT_MILK_BRAND","Variety or brand of 1% milk","String","GeneralModel",""
"DRINK_1_PERCENT_MILK_FREQUENCY","How often did you drink 1% milk?","ReferenceCode","GeneralModel","FOOD_FREQUENCY_WEEKLY"
"DRINK_1_PERCENT_MILK_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"DRINK_1_PERCENT_MILK_PURCHASED_FROM","From which store/restaurant did you purchase the 1% milk?","String","GeneralModel",""
"DRINK_2_PERCENT_MILK","Drink 2% milk?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_2_PERCENT_MILK_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"DRINK_2_PERCENT_MILK_BRAND","Variety or brand of 2% milk","String","GeneralModel",""
"DRINK_2_PERCENT_MILK_FREQUENCY","How often did you drink 2% milk?","ReferenceCode","GeneralModel","FOOD_FREQUENCY_WEEKLY"
"DRINK_2_PERCENT_MILK_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"DRINK_2_PERCENT_MILK_PURCHASED_FROM","From which store/restaurant did you purchase the 2% milk?","String","GeneralModel",""
"DRINK_BABY_FORMULA","Drink baby formula?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_BABY_FORMULA_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"DRINK_BABY_FORMULA_ATE_DATE_TEXT","Date consumed","String","GeneralModel",""
"DRINK_BABY_FORMULA_BRAND","Type or brand of baby formula","String","GeneralModel",""
"DRINK_BABY_FORMULA_PREPARES","Who usually prepares the baby formula","String","GeneralModel",""
"DRINK_BABY_FORMULA_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"DRINK_BABY_FORMULA_PURCHASED_FROM","From which store/restaurant did you purchase the baby formula?","String","GeneralModel",""
"DRINK_BABY_FORMULA_TYPE","Type(s) of baby formula usually used","Selection [Multiple]","GeneralModel","DRINK_BABY_FORMULA_TYPE"
"DRINK_BREAST_MILK","Drink any breast milk?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_BREAST_MILK_AGE","Until what age did patient drink breast milk?","Number","GeneralModel",""
"DRINK_BREAST_MILK_AGE_UNITS","Days/months/years","Selection","GeneralModel","DRINK_BREAST_MILK_AGE_UNITS"
"DRINK_COWS_MILK","Drink any cow's milk?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_COWS_MILK_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"DRINK_COWS_MILK_BRAND","Variety or brand of cow's milk","String","GeneralModel",""
"DRINK_COWS_MILK_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"DRINK_COWS_MILK_PURCHASED_FROM","From which store/restaurant did you purchase the cow's milk?","String","GeneralModel",""
"DRINK_JUICE","Drink juice?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_JUICE_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"DRINK_JUICE_BRAND","Variety or brand of juice","String","GeneralModel",""
"DRINK_JUICE_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"DRINK_JUICE_PURCHASED_FROM","From which store/restaurant did you purchase the juice?","String","GeneralModel",""
"DRINK_JUICE_TYPE","Type of juice","String","GeneralModel",""
"DRINK_OTHER_MILK","Drink other milk such as chocoldrank or buttermilk?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_OTHER_MILK_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"DRINK_OTHER_MILK_BRAND","Variety or brand of other milk","String","GeneralModel",""
"DRINK_OTHER_MILK_FREQUENCY","How often did you drink other milk?","ReferenceCode","GeneralModel","FOOD_FREQUENCY_WEEKLY"
"DRINK_OTHER_MILK_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"DRINK_OTHER_MILK_PURCHASED_FROM","From which store/restaurant did you purchase the other milk?","String","GeneralModel",""
"DRINK_OTHER_MILK_TYPE","Type of other milk","String","GeneralModel",""
"DRINK_OTHER_RAW_JUICE","Drink other raw/unpasteurized juice?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_OTHER_RAW_JUICE_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"DRINK_OTHER_RAW_JUICE_BRAND","Variety or brand of other raw/unpasteurized juice","String","GeneralModel",""
"DRINK_OTHER_RAW_JUICE_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"DRINK_OTHER_RAW_JUICE_PURCHASED_FROM","From which store/restaurant did you purchase the other raw/unpasteurized juice?","String","GeneralModel",""
"DRINK_OTHER_RAW_JUICE_TYPE","Type of other raw/unpasteurized juice","String","GeneralModel",""
"DRINK_OTHER_UNPASTEURIZED_MILK_PRODUCT","Drink other unpasteurized milk products?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_RAW_APPLE_JUICE","Drink raw/unpasteurized apple juice/cider?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_RAW_APPLE_JUICE_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"DRINK_RAW_APPLE_JUICE_BRAND","Variety or brand of raw apple juice/cider","String","GeneralModel",""
"DRINK_RAW_APPLE_JUICE_PASTEURIZED","Was the apple juice/cider pasteurized or unpasteurized?","Selection","GeneralModel","DRINK_RAW_APPLE_JUICE_PASTEURIZED"
"DRINK_RAW_APPLE_JUICE_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"DRINK_RAW_APPLE_JUICE_PURCHASED_FROM","From which store/restaurant did you purchase the raw apple juice/cider?","String","GeneralModel",""
"DRINK_RAW_ORANGE_JUICE","Drink raw/unpasteurized orange juice?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_RAW_ORANGE_JUICE_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"DRINK_RAW_ORANGE_JUICE_BRAND","Variety or brand of raw/unpasteurized orange juice","String","GeneralModel",""
"DRINK_RAW_ORANGE_JUICE_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"DRINK_RAW_ORANGE_JUICE_PURCHASED_FROM","From which store/restaurant did you purchase the raw/unpasteurized orange juice?","String","GeneralModel",""
"DRINK_RAW_UNPASTEURIZED_MILK","Drink raw or unpasteurized milk?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_RAW_UNPASTEURIZED_MILK_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"DRINK_RAW_UNPASTEURIZED_MILK_BRAND","Variety or brand of raw or unpasteurized milk","String","GeneralModel",""
"DRINK_RAW_UNPASTEURIZED_MILK_FREQUENCY","How often did you drink raw or unpasteurized milk?","ReferenceCode","GeneralModel","FOOD_FREQUENCY_WEEKLY"
"DRINK_RAW_UNPASTEURIZED_MILK_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"DRINK_RAW_UNPASTEURIZED_MILK_PURCHASED_FROM","From which store/restaurant did you purchase the raw or unpasteurized milk?","String","GeneralModel",""
"DRINK_RAW_UNPASTEURIZED_MILK_TYPE","Was the raw or unpasteurized milk cow or goat milk?","Selection","GeneralModel","DRINK_RAW_UNPASTEURIZED_MILK_TYPE"
"DRINK_SKIM_MILK","Drink skim milk?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_SKIM_MILK_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"DRINK_SKIM_MILK_BRAND","Variety or brand of skim milk","String","GeneralModel",""
"DRINK_SKIM_MILK_FREQUENCY","How often did you drink skim milk?","ReferenceCode","GeneralModel","FOOD_FREQUENCY_WEEKLY"
"DRINK_SKIM_MILK_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"DRINK_SKIM_MILK_PURCHASED_FROM","From which store/restaurant did you purchase the skim milk?","String","GeneralModel",""
"DRINK_SMOOTHIES","Drink smoothies?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_SMOOTHIES_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"DRINK_SMOOTHIES_BRAND","Variety or brand of smoothies","String","GeneralModel",""
"DRINK_SMOOTHIES_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"DRINK_SMOOTHIES_PURCHASED_FROM","From which store/restaurant did you purchase the smoothies?","String","GeneralModel",""
"DRINK_SMOOTHIES_RAW_UNPASTEURIZED","Was smoothie made with raw/ unpasteurized ingredients?","Selection","GeneralModel","DRINK_SMOOTHIES_RAW_UNPASTEURIZED"
"DRINK_SMOOTHIES_TYPE","Type of smoothies","String","GeneralModel",""
"DRINK_SUGAR_WATER","Drink sugar water?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_SUGAR_WATER_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"DRINK_SUGAR_WATER_ATE_DATE_TEXT","Date consumed","String","GeneralModel",""
"DRINK_SUGAR_WATER_BRAND","Type or brand of sugar water","String","GeneralModel",""
"DRINK_SUGAR_WATER_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"DRINK_SUGAR_WATER_PURCHASED_FROM","From which store/restaurant did you purchase the sugar water?","String","GeneralModel",""
"DRINK_TEA_WATER","Drink tea water?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_TEA_WATER_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"DRINK_TEA_WATER_ATE_DATE_TEXT","Date consumed","String","GeneralModel",""
"DRINK_TEA_WATER_BRAND","Type or brand of tea water","String","GeneralModel",""
"DRINK_TEA_WATER_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"DRINK_TEA_WATER_PURCHASED_FROM","From which store/restaurant did you purchase the tea water?","String","GeneralModel",""
"DRINK_WHOLE_MILK","Drink whole milk?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"DRINK_WHOLE_MILK_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"DRINK_WHOLE_MILK_BRAND","Variety or brand of whole milk","String","GeneralModel",""
"DRINK_WHOLE_MILK_FREQUENCY","How often did you drink whole milk?","ReferenceCode","GeneralModel","FOOD_FREQUENCY_WEEKLY"
"DRINK_WHOLE_MILK_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"DRINK_WHOLE_MILK_PURCHASED_FROM","From which store/restaurant did you purchase the whole milk?","String","GeneralModel",""
"DROPLET_PRECAUTIONS_24_HOURS_ANTIBIOTICS","Were droplet precautions maintained until 24 hours after antibiotic therapy started?","Selection","GeneralModel","DROPLET_PRECAUTIONS_24_HOURS_ANTIBIOTICS"
"DROPLET_PRECAUTIONS_DIPTHERIA","Were droplet precautions for pharyngeal diphtheria or contact precautions for cutaneous diphtheria instituted?","Selection","GeneralModel","DROPLET_PRECAUTIONS_DIPTHERIA"
"DROPLET_PRECAUTIONS_DIPTHERIA_2_CULTURES","Was isolation maintained until two cultures from both nose and throat (skin lesion in cutaneous diphtheria) taken 24 hours apart, and not less tha 24 hours after cessation of antimicrobial therapy, failed to show diphtheria bacilli.","Selection","GeneralModel","DROPLET_PRECAUTIONS_DIPTHERIA_2_CULTURES"
"DRUG_TREATMENT_NAME","Drug name","String","GeneralModel",""
"DRUGS_12_MOS","Any drug or alcohol use in past 12 months? (injection or non-injection)","ReferenceCode","STDModel","YNRD"
"DRUGS_IX_PD","Any drug use during interview period? (injection or non-injection)","ReferenceCode","STDModel","YNRD"
"DRUGS_NONIDU_12_MOS","Any non-injection recreational drug use in past 12 months?","ReferenceCode","STDModel","YNU"
"DRUGS_NONIDU_IX_PD","History of non-injection recreational drug use?","ReferenceCode","STDModel","YNU"
"DTE_EXTRACT_DATE_TIME","Extracted by DTE on","String","GeneralModel",""
"DUE_DATE","Due date if applicable","Date","GeneralModel",""
"DUE_FOR_VACCINE_IN_CIR","Is the person due for vaccinations for other diseases in CIR?","Selection","GeneralModel","DUE_FOR_VACCINE_IN_CIR"
"DX_BEEN_DISCUSSED_WITH_PATIENT","Has DX and/or lab results been discussed with patient by MD?","Selection","HepModel","DX_BEEN_DISCUSSED_WITH_PATIENT"
"DX_STATUS","Diagnostic status","String","STDModel",""
"DYSPNEA","Dyspnea","Selection","GeneralModel","DYSPNEA"
"EARLIEST_REPORT_TO_COUNTY_DATE","Earliest date reported to county","Date","GeneralModel",""
"EARLIEST_REPORT_TO_COUNTY_DATE","Earliest date reported to county","Date","HepModel",""
"EARLIEST_REPORT_TO_PHD_DATE","Earliest date reported to PHD","Date","HepModel",""
"EARLIEST_REPORT_TO_PHD_DATE","Earliest date reported to PHD","Date","GeneralModel",""
"EARLIEST_REPORT_TO_STATE_DATE","Earliest date reported to state","Date","GeneralModel",""
"EARLIEST_REPORT_TO_STATE_DATE","Earliest date reported to state","Date","HepModel",""
"EARLIEST_SPECIMEN_DATE","Earliest specimen date","Date","HepModel",""
"EARLIEST_SPECIMEN_DATE","Earliest specimen date","Date","GeneralModel",""
"EARLIEST_SPECIMEN_DATE","Earliest specimen date","Date","STDModel",""
"EARLY_FOLLOW_UP_DATE","Scheduled date of early follow-up:","Date","LeadModel",""
"EAT_APPLES","Eat fresh/raw apples?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"EAT_APPLES_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"EAT_APPLES_BRAND","Variety or brand of fresh/raw apples","String","GeneralModel",""
"EAT_APPLES_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"EAT_APPLES_PURCHASED_FROM","From which store/restaurant did you purchase the fresh/raw apples?","String","GeneralModel",""
"EAT_APRICOTS","Eat fresh/raw apricots?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"EAT_APRICOTS_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"EAT_APRICOTS_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"EAT_APRICOTS_PURCHASED_FROM","From which store/restaurant did you purchase the fresh/raw apricots?","String","GeneralModel",""
"EAT_ARUGULA","Eat fresh arugula?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"EAT_ARUGULA_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"EAT_ARUGULA_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"EAT_ARUGULA_PURCHASED_FROM","From which store/restaurant did you purchase the fresh arugula?","String","GeneralModel",""
"EAT_ASPARAGUS","Eat fresh asparagus?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"EAT_ASPARAGUS_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"EAT_ASPARAGUS_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"EAT_ASPARAGUS_PURCHASED_FROM","From which store/restaurant did you purchase the fresh asparagus?","String","GeneralModel",""
"EAT_AVOCADOS","Eat fresh avocados?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"EAT_AVOCADOS_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"EAT_AVOCADOS_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"EAT_AVOCADOS_PURCHASED_FROM","From which store/restaurant did you purchase the fresh avocados?","String","GeneralModel",""
"EAT_BABY_CEREAL","Eat baby cereal?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"EAT_BABY_CEREAL_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"EAT_BABY_CEREAL_ATE_DATE_TEXT","Date consumed","String","GeneralModel",""
"EAT_BABY_CEREAL_BRAND","Variety or brand of baby cereal","String","GeneralModel",""
"EAT_BABY_CEREAL_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"EAT_BABY_CEREAL_PURCHASED_FROM","From which store/restaurant did you purchase the baby cereal?","String","GeneralModel",""
"EAT_BABY_CEREAL_TYPE","Specify type of baby cereal","String","GeneralModel",""
"EAT_BABY_FOOD","Eat baby food?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"EAT_BABY_FOOD_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"EAT_BABY_FOOD_ATE_DATE_TEXT","Date consumed","String","GeneralModel",""
"EAT_BABY_FOOD_BRAND","Variety or brand of baby food","String","GeneralModel",""
"EAT_BABY_FOOD_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"EAT_BABY_FOOD_PURCHASED_FROM","From which store/restaurant did you purchase the baby food?","String","GeneralModel",""
"EAT_BABY_FOOD_TYPE","Specify type of baby food","String","GeneralModel",""
"EAT_BANANAS","Eat fresh/raw bananas?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"EAT_BANANAS_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"EAT_BANANAS_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"EAT_BANANAS_PURCHASED_FROM","From which store/restaurant did you purchase the fresh/raw bananas?","String","GeneralModel",""
"EAT_BASIL_PESTO","Eat fresh basil or pesto?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"EAT_BASIL_PESTO_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"EAT_BASIL_PESTO_PURCHASE_DATE_TEXT","Date of purchase","String","GeneralModel",""
"EAT_BASIL_PESTO_PURCHASED_FROM","From which store/restaurant did you purchase the fresh basil or pesto?","String","GeneralModel",""
"EAT_BEAN_SALAD","Eat bean salad?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"EAT_BEAN_SALAD_ADDRESS","Complete street address or cross streets if address is unknown","String","GeneralModel",""
"EAT_BEAN_SALAD_BRAND","Variety or brand of bean salad","String","GeneralModel",""
"EAT_BEAN_SALAD_DELI_COUNTER","Was bean salad purchased from a deli counter at this site?","ReferenceCode","GeneralModel","FOOD_ANSWERS_SUB"
